Formula,formula_embedding,Volume,Density,Formation_Energy_per_atom,Energy_Above_Hull,Band_Gap_eV
AsAuO3,"[-0.2107, -0.1887, -0.055, -0.7808, -0.0536, 0.7495, 0.2413, 1.1047]",344.1840455,6.173253172,-1.075238537,0.117587763,0.3577
ZnFeO3,"[-0.3908, -1.0129, 0.0062, -1.1769, 0.0325, 1.1461, -0.3166, 1.1224]",227.4759674,4.942058599,-1.463861276,0.115836685,0
MgCoO3,"[0.1698, -0.6887, -0.3725, -1.3199, -0.6049, 1.1353, -0.1245, -0.0773]",200.2553523,4.352905595,-1.788741414,0.103720393,0.1644
BSbO3,"[-0.1041, -0.0004, -0.2129, -0.7284, -0.0447, 0.8562, -0.1583, 0.3592]",313.2766235,3.828465813,-2.227707467,0.047189439,3.7211
AlCoO3,"[0.077, -0.6878, 0.1265, -1.2157, 0.0432, 1.1183, 0.149, -0.4026]",199.7340156,4.453275665,-2.239631631,0.101647033,0.8272
LiNbO3,"[0.4864, -0.5245, -0.8276, -0.9403, 0.1834, 1.1385, -0.0169, 0.3342]",252.984209,3.881718348,-2.863610452,0.0359072,3.4233
CoBO3,"[-0.1574, -0.5949, -0.4601, -1.0134, -0.4906, 1.0531, -0.2912, -0.0766]",231.9328953,3.371938188,-1.937578791,0.199436286,1.0669
CdCoO3,"[-0.2356, -0.5909, -0.4453, -1.2612, -0.2038, 1.3243, 0.0674, 0.2835]",236.9893853,6.147559993,-1.140474635,0.052238621,0.1302
AgAsO3,"[0.2132, -0.3254, 0.105, -0.8472, 0.1122, 0.6963, 0.3934, 0.9752]",304.7254522,5.030528133,-1.232443394,0.037267865,0.7378
CaGeO3,"[0.1208, -0.5272, -0.0935, -0.5198, -0.0527, 0.9733, 0.2155, 0.5132]",438.5384045,3.651340809,-2.719910516,0.030071429,3.4135
BaSiO3,"[-0.102, -0.3948, 0.2508, -1.0324, -0.1713, 0.9667, 0.3084, 0.1639]",518.5696943,4.100241203,-3.404013206,0,4.6708
AlPdO3,"[0.6201, -0.0782, 0.2173, -0.6972, 0.3383, 0.7882, 0.1104, 0.3748]",229.8935628,5.241057627,-1.933784576,0.155714229,0
FeBO3,"[-0.2429, -0.6551, -0.2992, -0.7692, 0.0952, 1.0247, -0.2129, 0.5257]",235.1127234,3.239089327,-2.167709906,0.102652426,0.513
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",185.6478042,2.685701699,-2.679310727,0.008233731,5.662
RbSO3,"[-0.407, -0.3014, 0.2182, -1.0014, 0.4928, 0.3376, 0.0371, 0.4993]",572.7515827,2.879475506,-2.077418668,0.007402476,5.0206
KSO3,"[-0.1334, 0.0354, -0.0875, -0.5531, 0.313, 0.4826, -0.0563, 0.6752]",512.6487397,2.315881936,-2.07382221,0.012870134,4.9772
KSO3,"[-0.1334, 0.0354, -0.0875, -0.5531, 0.313, 0.4826, -0.0563, 0.6752]",531.6581807,2.233077566,-2.075890745,0.010801598,4.995
SrCO3,"[0.3602, -0.3874, -0.2407, -0.8845, -0.7201, 0.839, 0.0166, 0.3136]",74.53905777,3.288793327,-2.6672573,0.031704978,4.5332
NaNO3,"[-0.1235, -0.2686, -0.0138, -1.1599, -0.111, 0.9297, 0.3399, 0.967]",62.10209026,2.272660524,-1.352113518,0.011083451,2.8579
BaBiO3,"[-0.079, -0.0938, 0.0319, -0.8856, -0.4347, 0.6316, 0.7589, 0.2101]",87.3198258,7.498409977,-2.210577817,0.022849194,0
BaCO3,"[0.1394, -0.2535, -0.0633, -0.6112, -0.5771, 0.7001, 0.0552, 0.2329]",88.92776225,3.684833205,-2.6337288,0.049050461,4.1409
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",99.1725487,2.469273835,-1.004698469,0.034432866,3.6119
GdBO3,"[0.0237, -0.2581, -0.2879, -0.68, 0.0293, 1.1019, 0.1264, 0.3146]",173.6218445,6.199244283,-3.279609315,0.219421033,2.095
KNO3,"[0.1384, -0.2462, -0.1821, -0.847, -0.1325, 0.7059, 0.2084, 0.9395]",86.26040384,1.94626742,-1.392764183,0.029374414,3.0153
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",101.426685,2.41439597,-1.40005944,0.021033902,2.9815
CsSO3,"[-0.4204, -0.2919, -0.0854, -1.057, 0.0157, 0.8203, -0.0215, 0.5359]",119.7533624,2.953092585,-1.884616914,0.187430761,0.4314
NClO3,"[0.0453, -0.3209, 0.1078, -0.86, -0.4013, 1.1336, 0.2288, 1.1129]",103.6008398,1.562078557,0.890152876,1.411749977,0
AgClO3,"[0.3011, -0.1247, 0.2575, -1.0354, -0.0879, 1.0856, 0.2328, 0.7177]",76.84405819,4.134260285,-0.352711819,0.092817574,2.7117
AgBrO3,"[0.0619, -0.0543, 0.0718, -1.1323, 0.3415, 1.3464, 0.6016, 0.2914]",77.26506831,5.067049942,-0.285035796,0.001653319,2.383
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",95.30445599,2.569493494,-1.421093342,0,3.0415
InCuO3,"[0.4649, -0.3575, -0.0427, -0.8473, -0.0388, 1.1034, 0.3235, 0.355]",58.73804231,6.399315699,-1.371780006,0.051192437,0
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",85.34336287,2.869399229,-1.036237217,0.002894118,3.6337
FeBiO3,"[-0.0747, -0.5475, -0.1745, -0.936, -0.0089, 0.85, 0.4138, 0.4769]",133.6500252,7.773373897,-1.640829873,0.033579411,1.7783
KBrO3,"[0.039, 0.2645, 0.0027, -0.8895, 0.2744, 1.0967, 0.1384, 0.0443]",83.95967617,3.30290524,-1.044634649,0,3.8569
TlIO3,"[-0.2273, -0.3017, 0.169, -0.4756, -0.1939, 0.6578, 0.0332, 0.2689]",91.31995052,6.89684091,-0.968889335,0,2.7633
RbClO3,"[0.0045, -0.1426, 0.4941, -1.2409, 0.0248, 0.6908, -0.1369, 0.2946]",95.64282469,2.932751092,-1.144268821,0.065171114,5.3288
RbIO3,"[-0.2477, -0.3207, 0.3347, -1.1303, 0.3059, 0.3817, -0.2068, 0.1287]",92.30058405,4.684210199,-1.372529544,0,2.8369
RbBrO3,"[-0.2346, -0.0722, 0.3084, -1.3378, 0.4542, 0.9516, 0.2318, -0.1316]",88.91758518,3.984692341,-1.052957118,0,3.9953
CsBrO3,"[-0.248, -0.0627, 0.0048, -1.3934, -0.023, 1.4343, 0.1732, -0.095]",99.77612006,4.340530526,-1.058973332,0,4.1681
TlClO3,"[0.0248, -0.1237, 0.3284, -0.5863, -0.475, 0.9669, 0.1031, 0.4348]",94.23296053,5.072115206,-0.720069276,0.061993027,4.3481
TlBrO3,"[-0.2143, -0.0533, 0.1427, -0.6831, -0.0457, 1.2277, 0.4718, 0.0085]",87.97115887,6.272203994,-0.642278475,0.007287747,3.5098
BaCO3,"[0.1394, -0.2535, -0.0633, -0.6112, -0.5771, 0.7001, 0.0552, 0.2329]",75.08311096,4.364283352,-2.660934526,0.021844735,4.3635
BaTiO3,"[-0.7306, -0.1754, 0.3053, -1.0678, -0.0532, 0.5847, 0.5354, 0.7663]",65.63564907,5.899610404,-3.492236988,4.10E-05,2.5087
KClO3,"[0.2781, 0.1942, 0.1884, -0.7926, -0.155, 0.8358, -0.2303, 0.4705]",89.14985941,2.28265343,-1.137666698,0.061993358,5.0728
KIO3,"[0.0259, 0.0161, 0.029, -0.682, 0.1262, 0.5268, -0.3002, 0.3046]",87.36269033,4.067605629,-1.359852849,0.006770148,2.5682
KNO3,"[0.1384, -0.2462, -0.1821, -0.847, -0.1325, 0.7059, 0.2084, 0.9395]",74.61614758,2.249993051,-1.419497643,0.002640954,2.9813
BaFeO3,"[-0.3866, -0.7554, 0.0608, -0.8472, -0.0229, 0.8024, 0.1363, 0.676]",415.524274,3.85510608,-1.689296133,0.460984997,0
KNbO3,"[0.5393, -0.1584, -0.4437, -0.6773, -0.0324, 0.8675, -0.0829, 0.1469]",66.42558683,4.499799379,-2.85212768,0,2.2934
RbTaO3,"[0.2191, -0.2047, 0.1461, -1.1661, 0.4649, 0.4184, 0.0742, 0.0996]",68.49564662,7.622331597,-2.979765,0.05256698,2.5106
CsClO3,"[-0.0089, -0.1331, 0.1905, -1.2965, -0.4524, 1.1735, -0.1955, 0.3313]",109.0794276,3.293642815,-1.151050085,0.068161466,5.4658
AgNO3,"[0.1613, -0.5651, -0.113, -1.0898, -0.0653, 0.9556, 0.6715, 1.1867]",66.94305711,4.213744204,-0.649492202,0.031171343,1.7204
ZnGeO3,"[-0.002, -0.7992, 0.1444, -1.2619, -0.1143, 1.0013, -0.3003, 0.9805]",99.33942066,6.219859987,-1.894307236,0.131193766,1.3849
ZnPbO3,"[-0.0492, -0.6058, 0.2744, -1.048, -0.0079, 1.0122, 0.2848, 1.0758]",128.4582049,8.288778142,-1.473602806,0.022545058,0
LiOsO3,"[0.0592, -0.1501, -0.4791, -1.1984, -0.0449, 0.9716, -0.079, 0.5306]",98.51533001,8.264968193,-1.744555774,0,0
TiZnO3,"[-0.7349, -0.433, 0.2506, -1.3975, 0.0022, 0.9284, 0.0825, 1.2128]",106.4843478,5.029886833,-2.765818801,0.055374115,2.828
NiPbO3,"[0.1559, -0.1452, 0.0837, -1.1075, 0.2235, 0.7346, 0.6453, 0.314]",117.6328028,8.861971356,-1.289322197,0,0
LaGaO3,"[-0.2387, -0.5831, -0.2289, -1.0304, -0.34, 1.0522, 0.035, 0.6427]",121.6910863,7.003612573,-3.091884075,0.038595358,3.3682
KIO3,"[0.0259, 0.0161, 0.029, -0.682, 0.1262, 0.5268, -0.3002, 0.3046]",175.4987724,4.049680418,-1.365218097,0.0014049,2.8548
YbBiO3,"[0.5989, -0.0577, 0.2605, -0.9552, -0.3971, 0.9122, 0.5643, 0.2699]",149.1522354,9.574951158,-2.650819842,0.035291387,0
LuBiO3,"[0.0134, 0.0466, -0.2685, -0.907, 0.1059, 0.5243, 0.7321, -0.0302]",151.4912945,9.469356582,-2.855013119,0.027742274,3.1586
HoBiO3,"[0.0655, -0.1411, -0.0076, -0.724, -0.3497, 0.6507, 0.515, 0.4565]",157.6584435,8.887519482,-2.802988329,0.031655001,3.1343
VCrO3,"[0.556, -0.3926, -0.3654, -0.9499, 0.028, 0.871, 0.6315, 0.5571]",99.6975001,5.027905257,-2.443056251,0.00751148,1.6133
TiVO3,"[-0.4028, -0.1268, -0.1662, -1.1314, 0.133, 0.7572, 0.4051, 0.9465]",103.8732006,4.69376623,-3.029616558,0,0
ZnSnO3,"[-0.3181, -0.4165, 0.0092, -1.2134, -0.1604, 0.7818, -0.2456, 0.6872]",117.5700788,6.556764827,-1.939425193,0.041423655,1.081
TiFeO3,"[-0.7264, -0.6292, 0.099, -1.1182, 0.3725, 0.8031, 0.1904, 1.0331]",102.2948244,4.925385335,-2.697939043,0.03177375,2.0522
TiMnO3,"[-0.304, -0.2767, -0.0527, -1.3602, 0.0957, 0.5684, 0.3971, 0.7768]",106.624811,4.697118378,-2.918284944,0.036319112,1.7772
FeBiO3,"[-0.0747, -0.5475, -0.1745, -0.936, -0.0089, 0.85, 0.4138, 0.4769]",125.3662986,8.287008783,-1.672776781,0.001632503,1.2791
LiTaO3,"[0.4399, -0.234, -0.5434, -0.9808, 0.5009, 0.8344, 0.0468, 0.4628]",105.1248948,7.452082825,-3.12535877,0,3.7003
LiNbO3,"[0.4864, -0.5245, -0.8276, -0.9403, 0.1834, 1.1385, -0.0169, 0.3342]",429.062362,4.577485852,-2.899517652,0,3.3358
NaNbO3,"[0.2774, -0.1808, -0.2754, -0.9901, -0.0109, 1.0914, 0.0486, 0.1744]",121.6900376,4.472888253,-2.844822765,0,2.5048
CrBiO3,"[0.5399, -0.2333, -0.1292, -0.9751, -0.1443, 0.7462, 1.0394, 0.1778]",118.648865,8.648452893,-1.989452451,0.014705041,1.9847
AlBiO3,"[0.299, -0.0864, 0.2584, -1.0099, 0.2172, 0.919, 0.8499, -0.2662]",113.6752137,8.296037246,-2.500510785,0.053335064,2.9779
AgNO3,"[0.1613, -0.5651, -0.113, -1.0898, -0.0653, 0.9556, 0.6715, 1.1867]",125.104504,4.509524595,-0.680663545,0,1.8539
MnSnO3,"[0.1128, -0.2603, -0.2942, -1.1761, -0.0669, 0.4218, 0.069, 0.2512]",123.0427045,5.982512339,-2.061573716,0.022319597,0.2294
ScBiO3,"[-0.1165, -0.4726, -0.1348, -0.9668, -0.1372, 0.5736, 0.7662, -0.0237]",141.5365354,7.084729769,-2.783797551,0.021432377,3.0834
TmBiO3,"[0.0868, -0.4856, -0.0162, -1.2256, -0.2454, 0.6699, 0.4722, -0.0607]",155.4224688,9.100934574,-2.835879719,0.03002034,3.1128
ZrMnO3,"[0.2561, -0.3895, -0.1561, -1.1583, -0.1252, 0.8358, 0.0364, 0.3961]",126.520584,5.096572618,-3.058372139,0.042826421,2.5635
ErBiO3,"[-0.2821, 0.0436, 0.1296, -1.0452, -0.2561, 0.8845, 0.811, 0.2032]",157.8502147,8.92571619,-2.818545104,0.030865552,3.1136
GaBiO3,"[-0.0882, -0.3974, -0.219, -0.8801, -0.4185, 0.9042, 0.6716, 0.3192]",125.0497916,8.676556158,-1.914389919,0.051112547,3.0525
YBiO3,"[0.2084, 0.0015, -0.4367, -0.8168, -0.2435, 0.7784, 0.5304, 0.1791]",160.1128661,7.174372127,-2.764777345,0.033022224,3.0748
LaAgO3,"[0.1745, -0.313, -0.0933, -1.2701, -0.0078, 0.9413, 0.2194, 0.7247]",139.9948641,6.992830904,-2.088594065,0.036711941,0
LaBiO3,"[0.0823, -0.0715, -0.2133, -1.1247, -0.3422, 0.8271, 0.3998, 0.3344]",174.4400483,7.537041755,-2.733831392,0.035194461,3.07
LiUO3,"[0.416, -0.4244, -0.588, -1.0445, 0.6697, 0.6997, 0.0022, 0.6784]",126.8871892,7.667992251,-3.348508901,0,0.4431
LiReO3,"[0.0598, -0.2798, -0.7556, -1.2403, 0.5154, 0.9136, 0.3936, 0.2043]",103.9712251,7.702759785,-2.104858231,0.075053481,0
TiNiO3,"[-0.5298, 0.0277, 0.06, -1.457, 0.2336, 0.6509, 0.443, 0.4509]",100.0088033,5.132560035,-2.582765522,0.013952145,0
CaTcO3,"[0.0446, -0.0848, -0.0192, -0.4069, 0.3173, 0.8225, 0.6394, 0.7302]",119.5283382,5.170101151,-2.445627499,0.02948882,0
NaMoO3,"[0.0961, 0.0359, -0.1483, -1.301, -0.225, 1.3346, -0.005, 0.3238]",119.8161345,4.626929679,-2.023017042,0.088243832,0
TlNiO3,"[-0.0623, -0.1311, -0.0225, -0.971, -0.2007, 0.6932, 0.3562, 0.002]",109.3181584,9.450434063,-0.936313617,0.102388403,0
CsAsO3,"[-0.0967, -0.3338, 0.0379, -1.1084, -0.2523, 0.7842, -0.035, 0.5888]",219.9798196,3.862243599,-1.788139333,0.100516557,2.192
HgAsO3,"[-0.0348, -0.1132, 0.0012, -0.2949, 0.2711, 0.4585, 0.2181, 0.9079]",157.8199817,6.80776484,-1.36217976,0,1.2351
TlSbO3,"[-0.12, -0.1332, 0.1028, -0.5914, -0.2017, 0.6771, 0.1582, 0.4177]",362.4069017,6.857226772,-1.712667448,0,2.4365
BaVO3,"[-0.063, -0.253, -0.2043, -0.8604, -0.2624, 0.7565, 0.351, 0.5894]",339.4533874,5.778850647,-2.830250003,0.075138659,0
MnInO3,"[0.2853, -0.2, -0.0515, -1.0946, -0.0517, 0.9401, 0.0293, 0.4031]",364.4210671,5.953378607,-1.987354308,0.016639308,0.803
LiNO3,"[0.0855, -0.6123, -0.566, -1.1101, 0.0833, 0.9768, 0.2744, 1.1268]",49.39928036,2.317591665,0.773887207,2.160649706,0
BaSiO3,"[-0.102, -0.3948, 0.2508, -1.0324, -0.1713, 0.9667, 0.3084, 0.1639]",184.4038942,5.765227565,-3.10931219,0.294701016,3.0454
SrNiO3,"[0.0308, -0.2325, -0.1555, -1.4592, -0.3048, 0.7891, 0.3504, 0.1745]",238.479031,5.411997885,-1.75620992,0.05371168,0
BaMnO3,"[0.0358, -0.4029, -0.0908, -1.0892, -0.2997, 0.5677, 0.3431, 0.4197]",196.5810195,6.088581272,-2.489944874,0,0.8953
CdCO3,"[0.2048, -0.1492, -0.4085, -0.7811, -0.1722, 1.1935, 0.0646, 0.4427]",70.75556272,4.046466014,1.478340124,3.233303651,0
BaRuO3,"[-0.3265, -0.5596, 0.0121, -0.5283, -0.1689, 0.9347, 0.2861, 0.2825]",209.2738394,6.817437184,-2.18821901,0.001936062,0
CdCO3,"[0.2048, -0.1492, -0.4085, -0.7811, -0.1722, 1.1935, 0.0646, 0.4427]",64.92625259,4.40977214,1.133782794,2.888746321,0
BaMnO3,"[0.0358, -0.4029, -0.0908, -1.0892, -0.2997, 0.5677, 0.3431, 0.4197]",334.7872385,5.95850825,-2.488163141,0.001781733,0.8679
LiOsO3,"[0.0592, -0.1501, -0.4791, -1.1984, -0.0449, 0.9716, -0.079, 0.5306]",99.41236306,8.19039045,-1.736222353,0.008333421,0
GaBO3,"[-0.2563, -0.505, -0.3437, -0.7133, -0.3144, 1.0789, 0.0449, 0.3681]",85.9331529,4.967413209,-2.529754526,0.003771963,3.8639
LaFeO3,"[-0.2252, -0.7332, -0.1843, -1.0863, 0.0696, 0.9979, -0.2228, 0.8003]",115.4506173,6.98296223,-2.852925804,0,1.9509
TbGaO3,"[-0.0502, -0.5669, -0.1377, -1.0297, -0.4055, 1.235, 0.3385, 0.8428]",113.7969071,8.073723895,-3.06642187,0.10628467,3.7138
NaCO3,"[0.2585, 0.0094, -0.0793, -0.9155, -0.2744, 0.836, -0.1794, 0.2043]",123.7955335,2.226615596,-1.787248678,0,0.6623
SnHgO3,"[-0.1579, 0.0196, -0.1553, -0.5656, 0.2914, 0.362, 0.129, 0.3645]",132.3297252,9.218080204,-1.453517255,0.064994941,0
MnCO3,"[0.566, -0.3547, -0.4212, -0.9037, -0.4282, 0.6838, -0.0831, 0.2433]",102.1728892,3.736292364,-2.012984637,0,3.2291
VBO3,"[0.0807, -0.1528, -0.5644, -0.7824, -0.1443, 0.9787, 0.0019, 0.4391]",89.69635939,4.063605841,-2.726639266,0,1.8747
FeCO3,"[0.1437, -0.7072, -0.2696, -0.6617, -0.1513, 0.9185, -0.2899, 0.4996]",95.45334472,4.030868222,-1.789342252,0,0
LaCoO3,"[-0.1397, -0.673, -0.3452, -1.3305, -0.5162, 1.0264, -0.3011, 0.198]",222.2535996,7.346953555,-2.596609753,0.003316385,1.0014
FeBO3,"[-0.2429, -0.6551, -0.2992, -0.7692, 0.0952, 1.0247, -0.2129, 0.5257]",90.18607293,4.222110401,-2.270362332,0,1.4816
NiCO3,"[0.3402, -0.0504, -0.3086, -1.0005, -0.2903, 0.7663, -0.0373, -0.0825]",88.94505301,4.432170194,-1.654219305,0,0
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",124.6611053,6.442869483,-2.994589144,0.140675657,0
PrNiO3,"[-0.244, -0.2398, -0.4329, -1.3577, -0.1347, 0.838, 0.2265, -0.0686]",110.6515394,7.431405466,-2.405585992,0.001081603,0
CrBO3,"[0.3718, -0.341, -0.2539, -0.8084, -0.0401, 0.9208, 0.4127, 0.2266]",86.63825815,4.247466036,-2.620118577,0,0
LaNiO3,"[-0.0287, -0.0763, -0.2233, -1.4251, -0.0694, 0.8457, 0.0298, 0.2182]",112.4395912,7.254091285,-2.47170472,0.000680004,0
LaCrO3,"[0.3895, -0.419, -0.1391, -1.1255, -0.0658, 0.8941, 0.4028, 0.5012]",117.8608421,6.731708244,-3.193095826,0.003527518,0
CoCO3,"[0.2292, -0.647, -0.4305, -0.9058, -0.7371, 0.947, -0.3682, -0.1027]",92.16431121,4.28599732,-1.665704253,0,0
LaAlO3,"[0.1486, -0.272, 0.2486, -1.1602, 0.2957, 1.0669, 0.2133, 0.0573]",108.6953635,6.53504866,-3.722193366,0.000273197,4.0189
LaGaO3,"[-0.2387, -0.5831, -0.2289, -1.0304, -0.34, 1.0522, 0.035, 0.6427]",121.6297028,7.007147124,-3.092408395,0.038071038,3.3802
NaNO3,"[-0.1235, -0.2686, -0.0138, -1.1599, -0.111, 0.9297, 0.3399, 0.967]",479.4757793,2.354854616,-0.993375576,0.001238317,3.5713
CeAlO3,"[0.5771, -0.3118, 0.4712, -1.0716, 0.711, 1.2425, 0.4194, -0.1495]",106.8926141,6.682872899,-3.619700072,0.000638456,0
PrAlO3,"[-0.0668, -0.4355, 0.0389, -1.0928, 0.2304, 1.0592, 0.4099, -0.2295]",107.0957811,6.694744447,-3.655848326,0,4.1325
LaCuO3,"[0.3768, -0.5382, -0.3271, -1.0811, -0.1944, 0.9264, 0.2781, 0.4959]",114.5012881,7.264223279,-2.4238558,0,0
SrCO3,"[0.3602, -0.3874, -0.2407, -0.8845, -0.7201, 0.839, 0.0166, 0.3136]",148.7814343,3.295351426,-2.67573767,0.023224608,4.6569
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",182.0964439,2.689609685,-1.397958757,0.023134585,3.0358
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",122.9495072,2.703519705,-2.687544458,0,4.9995
CdCO3,"[0.2048, -0.1492, -0.4085, -0.7811, -0.1722, 1.1935, 0.0646, 0.4427]",115.5290272,4.956502911,-1.754963527,0,2.6226
NaNO3,"[-0.1235, -0.2686, -0.0138, -1.1599, -0.111, 0.9297, 0.3399, 0.967]",240.0213518,2.352073563,-1.363196969,0,2.9451
BaCeO3,"[0.199, -0.3192, 0.2446, -0.9473, 0.0591, 0.955, 0.3284, 0.3268]",172.4445509,6.267612674,-3.587315589,0.002521164,2.2279
MgCO3,"[0.6102, -0.247, -0.3357, -0.8398, -0.5734, 1.0045, -0.1272, 0.0819]",92.55709188,3.025300864,-2.442030675,0,4.9603
YbBO3,"[0.4308, -0.1654, 0.1358, -0.7884, -0.293, 1.0868, -0.0624, 0.3188]",111.708407,6.892850134,-3.426375114,0,0
BaTbO3,"[-0.0411, -0.2632, 0.1132, -1.0352, -0.4217, 0.9623, 0.4258, 0.7337]",174.9224641,6.535941395,-3.12194682,0.09317726,0
LiNbO3,"[0.4864, -0.5245, -0.8276, -0.9403, 0.1834, 1.1385, -0.0169, 0.3342]",111.4421587,4.405933344,-2.86650962,0.033008032,2.275
NdAlO3,"[0.2497, -0.2708, 0.5713, -0.9365, -0.059, 0.9854, 0.2124, -0.1345]",105.7491346,6.884713762,-3.672470182,0,4.354
BaCO3,"[0.1394, -0.2535, -0.0633, -0.6112, -0.5771, 0.7001, 0.0552, 0.2329]",177.2171227,3.69810734,-2.63287239,0.049906871,4.1595
BaPrO3,"[-0.4448, -0.4429, -0.1876, -0.9685, -0.4214, 0.7718, 0.3189, 0.2468]",189.8145927,5.707910908,-2.963822677,0.118148189,0
InBO3,"[0.0023, 0.0015, -0.0536, -0.7242, -0.0825, 1.1786, -0.1816, 0.2424]",105.3533531,5.473290411,-2.458591821,0,2.6556
AgCO3,"[0.5433, -0.2871, -0.1785, -0.8454, -0.2287, 0.8618, 0.1523, 0.424]",113.345982,4.918859547,-1.233628131,0.004634586,0
PrTiO3,"[-0.7846, -0.3167, -0.1495, -1.2395, -0.026, 0.7725, 0.373, 0.6039]",124.5213121,6.314912054,-3.527339722,0.05882948,0
BaNdO3,"[-0.1284, -0.2782, 0.3448, -0.8121, -0.7108, 0.698, 0.1214, 0.3417]",187.369423,5.841499663,-2.994579431,0.115870301,0
HoBO3,"[-0.1026, -0.2488, -0.1323, -0.5572, -0.2456, 0.8253, -0.1117, 0.5053]",119.9558629,6.19441526,-3.5305516,0.026502323,5.0898
LuAlO3,"[0.0796, -0.1538, 0.1933, -0.9425, 0.7438, 0.7641, 0.5456, -0.3073]",100.4965848,8.259909025,-3.722812292,0.082206402,0.0002
DyAlO3,"[0.1775, -0.2001, 0.3258, -1.2208, 0.0458, 1.1487, 0.4656, -0.3823]",103.6705024,7.60764874,-3.717985083,0.040794405,5.166
LuBO3,"[-0.1547, -0.061, -0.3933, -0.7402, 0.21, 0.6989, 0.1054, 0.0187]",109.9836779,7.059129508,-3.569151516,0,5.3023
YAlO3,"[0.2747, -0.199, 0.0252, -0.8523, 0.3944, 1.0182, 0.3439, -0.0981]",104.0684716,5.229987876,-3.685266474,0.04580748,4.9586
TiHgO3,"[-0.5747, 0.0031, 0.0862, -0.7497, 0.454, 0.5087, 0.4572, 0.8901]",118.3443348,8.319374843,-2.250372007,0.108484257,1.0936
MnBO3,"[0.1795, -0.3027, -0.4508, -1.0112, -0.1816, 0.7899, -0.0061, 0.2694]",95.03448356,3.975014899,-2.384671213,0.044420275,0
TbNiO3,"[0.1597, -0.0601, -0.1321, -1.4244, -0.1349, 1.0285, 0.3334, 0.4183]",108.1925364,8.153377987,-2.451656047,0.041731725,0
SmCuO3,"[0.5716, -0.4071, -0.4136, -0.9459, 0.1764, 1.1037, 0.4805, 0.3512]",113.176091,7.685406909,-2.37862603,0.033475276,0
HgBiO3,"[0.0769, 0.0848, -0.1872, -0.5675, 0.0726, 0.5556, 0.6806, 0.3338]",154.7923564,9.817158335,-1.092814735,0.037066734,0
AgBO3,"[0.1568, -0.235, -0.2081, -0.953, 0.0178, 0.968, 0.2293, 0.45]",109.9353807,5.035218551,-1.501129671,0.08524003,0
AlBO3,"[0.1309, -0.194, 0.1337, -0.8431, 0.3214, 1.0936, 0.2232, -0.2173]",81.46986382,3.497216426,-3.118357857,0.030454673,5.8392
LiNO3,"[0.0855, -0.6123, -0.566, -1.1101, 0.0833, 0.9768, 0.2744, 1.1268]",92.80084349,2.467377583,-1.386762499,0,2.9369
ScBO3,"[-0.2846, -0.5802, -0.2595, -0.8, -0.033, 0.7482, 0.1395, 0.0251]",100.6738489,3.423054231,-3.436941157,0,4.118
TiBO3,"[-0.587, -0.0752, -0.0547, -0.9898, 0.0649, 0.8069, 0.1863, 0.616]",95.7012459,3.701937126,-3.000503656,0.07640892,0
ZnCO3,"[0.1351, -0.511, -0.1179, -0.9409, -0.5217, 1.0438, -0.3977, 0.6793]",93.45393807,4.456983342,-1.82201475,0,3.5639
TaAgO3,"[0.5157, -0.1868, -0.0905, -0.9605, 0.3523, 0.8131, 0.444, 0.5227]",125.0421701,8.9456744,-2.405688932,0.031595417,1.9156
NaOsO3,"[-0.1499, 0.1936, 0.0731, -1.2482, -0.2392, 0.9245, -0.0135, 0.3708]",109.9432362,7.890665365,-1.641063807,0.009487059,0
NaNbO3,"[0.2774, -0.1808, -0.2754, -0.9901, -0.0109, 1.0914, 0.0486, 0.1744]",519.1161888,4.194097208,-2.802342079,0.042480687,1.7575
LiIO3,"[-0.0269, -0.3499, -0.3549, -0.9451, 0.342, 0.7977, -0.2342, 0.4919]",131.0474173,4.608385641,-1.385046749,0.00086512,3.6861
MnBO3,"[0.1795, -0.3027, -0.4508, -1.0112, -0.1816, 0.7899, -0.0061, 0.2694]",187.8965141,3.015730414,-2.203307026,0.225784463,0.5716
CuCO3,"[0.7456, -0.5122, -0.4124, -0.6564, -0.4153, 0.847, 0.211, 0.1952]",185.5245816,3.317636992,-1.299431051,0.138920937,0
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",1174.590995,2.546901646,-2.679476143,0.008068315,4.9434
AgGeO3,"[0.4063, -0.5753, 0.0838, -1.1664, 0.1786, 0.8194, 0.2497, 0.7252]",292.2558937,5.193309184,-1.331455819,0.139566285,0
